,행사명,개최장소,시작일자,종료일자,행사내용,홈페이지주소,전화번호,주관기관,주최기관,도로명주소,지번주소,위도,경도
21,금난새와 함께하는 신년살롱음악회,코스모스대극장,2016-01-21,2016-01-21,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
22,이승환 콘서트 공연의 기원,코스모스대극장,2016-02-26,2016-02-27,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
23,글렌체크&전기뱀장어 콘서트,유채꽃소극장,2016-03-25,2016-03-25,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
24,어린이 뮤지컬 캣조르바(혁신교육),코스모스대극장,2016-03-31,2016-04-03,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
25,연극<인간대포쇼>(혁신교육),유채꽃소극장,2016-04-08,2016-04-08,연극,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
26,"소하도서관 책축제 팔짱, 책을 품다",소하도서관 광장 및 한내천 일대,2016-04-15,2016-04-15,"프리마켓, 책축제, 전시, 공연, 체험",http://www.gmlib.or.kr/soha,02-2680-0926,소하도서관 청소년수련관,광명시,경기도 광명시 소하일로7,경기도 광명시 소하동 1331,37.44545992,126.8879915
27,음악극 천변살롱,유채꽃소극장,2016-04-23,2016-04-23,음악극,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
28,김장훈 콘서트,코스모스대극장,2016-04-30,2016-04-30,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
29,여심저격 아침콘서트 이현우 김정민 김형중,코스모스대극장,2016-05-12,2016-05-12,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
30,구리아트홀 개관 3주년 기념 정경화 피아노 리사이틀,코스모스대극장,2016-05-20,2016-05-20,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
31,골든보이스 갈라 콘서트 봄의 노래,코스모스대극장,2016-05-27,2016-05-27,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
32,제2회 밤일음식문화 거리 축제,밤일음식문화거리 내,2016-06-10,2016-06-10,"음식점할인행사, 무료시식, 노래자랑, 초대공연 등",-,02-2680-5484,밤일음식문화거리 상가번영회,광명시,경기도 광명시 밤일안로 일대,경기도 광명시 밤일안로 일대,37.453842,126.860748
33,김소현 손준호의 <LOVE MUSICAL 토크콘서트>,코스모스대극장,2016-06-10,2016-06-10,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
34,안숙선과 함께하는 작은 창극<심청아>,유채꽃소극장,2016-06-18,2016-06-18,국악,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
35,뮤지컬<리멤버-독도 그리고 이야기>(혁신교육),코스모스대극장,2016-07-12,2016-07-15,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
36,뮤지컬 4B 숙적들의 베프만들기(혁신교육),코스모스대극장,2016-07-12,2016-07-15,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
37,연극<곰의 아내>,유채꽃소극장,2016-07-22,2016-07-23,연극,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
38,올댓라이브콘서트(씨드온스테이지),코스모스대극장,2016-08-19,2016-08-19,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
39,바이올리스트 엄희원 소프라노 맹연선 조인트 리사이틀(씨드온스테이지),코스모스대극장,2016-08-20,2016-08-20,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
40,청춘가요콘서트(씨드온스테이지),유채꽃소극장,2016-08-24,2016-08-24,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
41,한지수의 해금 오후의 목관이야기(씨드온스테이지),유채꽃소극장,2016-08-27,2016-08-27,국악,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
42,뮤지컬<넌센스2>주니어버전갈라콘서트(혁신교육),유채꽃소극장,2016-09-07,2016-09-08,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
43,여심저격 아침콘서트 서정시대,코스모스대극장,2016-09-22,2016-09-22,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
44,토속민요 프로젝트 <불러온 노래>,유채꽃소극장,2016-09-30,2016-09-30,전통예술,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
45,농악대축제,시민운동장,2016-10-22,2016-10-23,농악행사,-,02-899-1664,농악보존회,광명시,경기도 광명시 오리로703 광명시민운동장,경기도 광명시 하안1동 577,37.4620073,126.8714551
46,구름산예술제,시민회관,2016-10-22,2016-10-23,예술전시및행사,-,02-2680-6871,예총,광명시,경기도 광명시 시청로20 광명시민회관,경기도 광명시 철산동222-1 광명시민회관,37.4776304,126.8646269
47,김명하의 흥겨운 영덕 아리랑,예주문화예술회관,2017-01-17,2017-01-17,음악회,http://art.yd.go.kr,054-730-7771,영덕아리랑보존회+사단법인 독도아리랑진흥회,영덕아리랑보존회,경상북도 영덕군 영해면 318만세길 36,경상북도 영덕군 영해면 성내리 산 43,36.5297349308,129.4050846264
48,렉쳐 피아노 콘서트,예주문화예술회관,2017-01-25,2017-01-25,음악회,http://art.yd.go.kr,054-730-7771,경상북도 영덕군,경상북도 영덕군,경상북도 영덕군 영해면 318만세길 36,경상북도 영덕군 영해면 성내리 산 43,36.5297349308,129.4050846264
49,봄을 여는 어우러기 희망콘서트,예주문화예술회관,2017-03-29,2017-03-29,음악회,http://art.yd.go.kr,054-730-7771,경상북도 영덕군,경상북도 영덕군,경상북도 영덕군 영해면 318만세길 36,경상북도 영덕군 영해면 성내리 산 43,36.5297349308,129.4050846264
50,2017 새봄맞이 음악회,예주문화예술회관,2017-04-06,2017-04-06,음악회,http://art.yd.go.kr,054-730-7771,포항시립교향악단,경상북도 영덕군,경상북도 영덕군 영해면 318만세길 36,경상북도 영덕군 영해면 성내리 산 43,36.5297349308,129.4050846264
51,신뻥파전 - 팔도유람,예주문화예술회관,2017-04-14,2017-04-14,음악회,http://art.yd.go.kr,054-730-7771,한국문화예술회관연합회,경상북도 영덕군,경상북도 영덕군 영해면 318만세길 36,경상북도 영덕군 영해면 성내리 산 43,36.5297349308,129.4050846264
52,한 웅큼의 빛,예주문화예술회관,2017-04-19,2017-04-19,창작연극,http://art.yd.go.kr,054-730-7771,극단 자유바다,극단 자유바다,경상북도 영덕군 영해면 318만세길 36,경상북도 영덕군 영해면 성내리 산 43,36.5297349308,129.4050846264
53,제26회 오리문화제,광명시민체육관,2017-05-18,2017-05-20,"오리이원익 영우참배/헌화식, 전시,체험마당, 먹거리장터, 학술행사 등",www.gmcc.or.kr/,02-2680-6223,광명문화원,광명시,경기도 광명시 밤일안로,경기도 광명시 철망산로 42,37.463301,126.870701
54,제16회 광명시평생학습축제,광명시 전역,2017-09-09,2017-09-23,학술 컨퍼런스 외,http://lll.gm.go.kr/site/festival,02-2680-6200,광명시평생학습네트워크협의체,광명시,경기도 광명시 오리로854번길 10,경기도 광명시 철산3동419,37.474331,126.868457
55,구름산예술제,시민회관,2017-09-23,2017-09-24,예술전시및행사,-,02-2680-6871,예총,광명시,경기도 광명시 시청로 20,경기도 광명시 철산2동222-1 광명시민회관,37.4790975,126.8648458
56,농악대축제,시민운동장,2017-10-20,2017-10-22,농악행사,-,02-899-1664,농악보존회,광명시,경기도 광명시 오리로 703,경기도 광명시 하안1동577,37.46251877,126.8711648
57,제2회 하남동 도농공 한울타리 어울림축제,경암근린공원,2017-10-28,2017-10-28,"기념식, 문화공연, 주민노래자랑, 플리마켓 등",-,-,하남동 한울타리 어울림축제 추진위원회,광주광역시 광산구 하남동,광주광역시 광산구 하남대로54번안길 133,-,35.178175,126.7999659
58,신창동 어울림축제,신창동 공방의 거리,2017-10-28,2017-10-28,"주민운동회, 주민회의, 노래자랑, 나눔장터, 프리마켓 등",-,-,신창동 마을축제 추진위원회,광주광역시 광산구 신창동,광주광역시 광산구 왕버들로 291,-,35.1956384,126.840969
59,"유아 체험전 <헬로우 뉴욕, 뉴욕을 디자인하다>",안성맞춤아트홀 전시실,2017-12-01,2018-01-14,유아 체험전시,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
60,양희은 콘서트,이천아트홀 대공연장,2017-12-16,2017-12-16,콘서트,https://artic.or.kr,031-644-2100,경기도 이천시청,경기도 이천시청,경기도 이천시 부악로 40,-,37.27212363,127.4350343
61,레베카,이천아트홀 대공연장,2018-01-12,2018-01-14,뮤지컬,https://artic.or.kr,031-644-2100,경기도 이천시청,경기도 이천시청,경기도 이천시 부악로 40,-,37.27212363,127.4350343
62,안성맞춤아트홀 개관기념전 <17인 작가초청전>,안성맞춤아트홀 전시실,2018-01-18,2018-02-11,그룹 회화전,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
63,조윤범의 파워클래식,이천아트홀 소공연장,2018-02-03,2018-02-03,클래식,https://artic.or.kr,031-644-2100,경기도 이천시청,경기도 이천시청,경기도 이천시 부악로 40,-,37.27212363,127.4350343
64,"노사연, 박남정 신년콘서트",안성맞춤아트홀 대공연장,2018-02-17,2018-02-17,콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
65,바디콘서트,안성맞춤아트홀 대공연장,2018-03-10,2018-03-10,현대무용 공연,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
66,이은미 2018 전국투어 콘서트,안성맞춤아트홀 대공연장,2018-03-16,2018-03-16,콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
67,포레스텔라 전국투어콘서트,안성맞춤아트홀 대공연장,2018-03-23,2018-03-23,콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
68,Great 2018 이승철 콘서트,안성맞춤아트홀 대공연장,2018-03-30,2018-03-31,콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
69,세시봉콘서트,안성맞춤아트홀 대공연장,2018-04-07,2018-04-07,콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
70,이은결 매직 앤 이루션,안성맞춤아트홀 대공연장,2018-04-15,2018-04-18,쇼,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
71,나에게 그림책은?,안성맞춤아트홀 전시실,2018-05-04,2018-06-09,그림책 전시,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
72,드림웍스 애니메이션 콘서트 - 안성,안성맞춤아트홀 대공연장,2018-05-05,2018-05-05,클래식,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
73,"송대관, 태진아 효 콘서트",안성맞춤아트홀 대공연장,2018-05-09,2018-05-09,콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
74,경기실내악 축제 in 안성,안성맞춤아트홀 대공연장,2018-05-11,2018-05-11,클래식,www.anseong.go.kr/arthall,031-660-0666,문화관광과+(재)경기도문화의전당,문화관광과+(재)경기도문화의전당,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
75,나에게 그림책은 전시 연계 교육프로그램 1,안성맞춤아트홀 전시실,2018-05-12,2018-05-12,전시 연계 교육프로그램,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
76,나에게 그림책은 전시 연계 교육프로그램 2,안성맞춤아트홀 전시실,2018-05-19,2018-05-19,전시 연계 교육프로그램,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
77,김성녀의 벽속의 요정,안성맞춤아트홀 소공연장,2018-05-25,2018-05-26,모노드라마,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
78,나에게 그림책은 전시 연계 교육프로그램 3,안성맞춤아트홀 전시실,2018-06-03,2018-06-03,전시 연계 교육프로그램,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
79,세종국악심포니오케스트라 <김경호와 함께하는 아리랑 목동>,안성맞춤아트홀 대공연장,2018-06-08,2018-06-08,국악+콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
80,구름산예술제,시민체육관,2018-08-31,2018-09-02,예술 전시 및 부대행사,-,02-2680-6871,한국예총광명지회,광명시,경기도 광명시 오리로 703,경기도 광명시 하안1동577,37.46251877,126.8711648
81,향촌동수제화골목 2018년「빨간구두 이야기」,향촌동수제화골목 일원,2018-10-13,2018-10-14,"무대행사, 체험행사, 부대행사 등",-,053-661-2046,대구광역시 수제화협회,대구광역시 수제화협회,대구광역시 중구 서성로14길 78,대구광역시 중구 대안동 15-2,35.8728473,128.591844
82,"재즈의꽃, 트럼펫",이천아트홀 소공연장,2018-10-20,2018-10-20,클래식,https://artic.or.kr,031-644-2100,경기도 이천시청,경기도 이천시청,경기도 이천시 부악로 40,-,37.27212363,127.4350343
83,제2회 북성로 축제,북성로 공구골목 일원,2018-10-20,2018-10-21,"부스프로그램, 북성로 공업소 투어, 오픈 스튜디오(작가 공방 오픈), 거리전시 및 공연",-,053-661-2173,훌라,대구광역시 중구,대구광역시 중구 북성로104,대구광역시 중구 북성로1가 96-2,35.87433558,128.5936894
84,안산사이언스밸리(ASV) 과학축제,한양대 ERICA,2018-10-20,2018-10-21,"과학기술체험 부스 운영, 드론페스티벌 등",-,031-481-3517,"경기TP, 안산청소년수련관, 한양대 ERICA",안산시,경기도 안산시 상록구 한양대학로 55,경기도 안산시 상록구 사동 1271,37.298004,126.834393
85,농악대축제,시민운동장,2018-10-27,2018-10-28,농악행사,-,02-899-1664,농악보존회,광명시,경기도 광명시 시청로 20,경기도 광명시 철산3동222-1,37.4790975,126.8648458
86,제11주년 세계인의 날 기념행사,안산화랑유원지,2018-11-04,2018-11-04,"기념식, 문화 및 각종 부대행사",-,031-481-3298,안산시,안산시,경기도 안산시 단원구 동산로 268,경기도 안산시 단원구 초지동 667,37.325674,126.813771
87,김광석추모콘서트,김광석길야외콘서트홀,2019-01-06,2019-01-06,초청가수콘서트,-,053-661-2173,대봉문화마을협의회,대봉문화마을협의회,대구광역시 중구 동덕로8길34-20,대구광역시 중구 대봉동 6-5,-,-
88,감천문화마을 골목축제,감천문화마을 일원,2019-04-26,2019-04-28,"골목나라퍼레이드,청소년프린지어워드, 골목노래자랑, 마을연극 등",http://www.gamcheon.or.kr,051-204-1444,(사)감천문화마을 주민협의회,부산광역시 사하구,부산광역시 사하구 감내2로 203,부산광역시 사하구 감천동 1-14,35.09748815,129.010624
89,2019 대구약령시한방문화축제,약령시(약전골목) 일원,2019-05-02,2019-05-06,"경연, 참여, 체험, 전시, 공연, 먹거리 등",-,053-661-2178,(사)약령시보존위원회,대구광역시+대구광역시 중구,대구광역시 중구 남성로 61 (동성로3가),대구광역시 중구 동성로3가 35-13,35.86728562,128.5933466
90,제15회 영양산나물축제,영양군청 일원,2019-05-02,2019-05-05,"판매, 체험, 공연, 부대행사",yftf.kr,054-680-6411,(재)영양축제관광재단,영양군,경상북도 영양군 영양읍 군청길 37,경상북도 영양군 영양읍 서부리 379-1,36.6673577350,129.1126843895
91,하단포구웅어축제,하단동일원,2019-05-24,2019-05-26,"웅어회, 웅어구이 무료시식 및 판매 / 사물놀이, 어업인 장기자랑 및 노래자랑",https://www.saha.go.kr/tour/contents.do?mId=0202050000,051-220-4501,하단어촌계,부산광역시 수협,부산광역시 사하구 하신번영로 253-1,부산광역시 사하구 하단동 1167-3,35.103745,128.9581946
92,제7회 목감천 친환경 축제,우리공원,2019-05-25,2019-05-25,주민자치프로그램 공연 및 목감천 가요제 등,-,02-2680-6672,광명6동주민자치위원회 및 유관단체,목감천친환경축제위원회,경기도 광명시 광명로791번길6,-,37.4710361,126.8486332
93,제19회 명지시장 전어축제,명지시장,2019-08-20,2019-08-22,"시식회, 노래자랑, 공연 등",http://www.bsgangseo.go.kr/visit,051-970-4475,명지시장 상인회,명지시장 전어축제추진위원회,부산광역시 강서구 신포길 13-2,부산광역시 강서구 명지동 1-377,35.112969,128.9321171
94,대구 문화재 야행,"약령시, 청라언덕",2019-08-23,2019-08-24,"문화(재)시설 오픈하우스, 전시, 공연, 체험, 강좌, 투어 등",-,053-661-2181,대구광역시 중구,대구광역시 중구,대구광역시 중구 달구벌대로 415길 49,대구광역시 중구 남성로 51-1,35.86851636,128.5899085
95,2020 영양고추 H.O.T Festival,서울광장,2019-08-27,2019-08-29,"판매, 체험, 공연, 부대행사",영양군청홈페이지 주소,054-680-6571,영양군,영양군,서울특별시 중구 세종대로 110,서울특별시 중구 태평로1가 31,37.56631769,126.9778284
96,거리로 나온 예술,가평군 자라섬(자전거 대여소 앞),2019-09-28,2019-09-28,"라일라, 아이랑, ㈜음악문화발전협의회",해당없음,031-580-2061,가평군,가평군,경기도 가평군 가평읍 자라섬로 60,경기도 가평군 가평읍 달전리 산8,37.8209476,127.5208644
97,군민의날 공연,가평군 문화예술회관,2019-10-08,2019-10-08,군민의날 공연,해당없음,031-580-2061,가평군,가평문화원,경기도 가평군 가평읍 문화로 153,경기도 가평군 가평읍 대곡리 318,37.8263961715,127.5078635197
98,제15회 차성문화제,기장중학교 일원,2019-10-12,2019-10-13,"전통문화체험, 차성가 연극 및 공연, 차성가 콘서트 등",http://www.gijang.go.kr/tour/index.gijang,051-709-4062,차성문화제추진위원회,차성문화제추진위원회,부산광역시 기장군 기장읍 읍내로 120,부산광역시 기장군 기장읍 대라리 40,35.2448828,129.2183134
99,제15회 차성문화제,기장중학교 일원,2019-10-12,2019-10-13,"전통문화체험, 차성가 연극 및 공연, 차성가 콘서트 등",http://www.gijang.go.kr/tour/index.gijang,051-709-4062,차성문화제추진위원회,차성문화제추진위원회,부산광역시 기장군 기장읍 읍내로 120,부산광역시 기장군 기장읍 대라리 40,35.2448828028,129.2183134038
100,사하예술제,을숙도문화회관 일원,2019-10-18,2019-10-24,"전시, 공연, 체험프로그램, 연계 행사 등",https://www.saha.go.kr/tour/contents.do?mId=0202020000,051-220-4062,사하구,사하구,부산광역시 사하구 낙동남로1233번길 25,부산광역시 사하구 하단동 1151-14,35.110059,128.9449571
101,향촌동수제화골목 2019년「빨간구두 이야기」,향촌동수제화골목 일원,2019-10-19,2019-10-20,"무대행사, 체험행사, 부대행사 등",-,053-661-2046,대구광역시 수제화협회,대구광역시 수제화협회,대구광역시 중구 서성로14길 78,대구광역시 중구 대안동 14-1,35.8728473,128.591844
102,2019 오륙도 평화축제,평화공원(대연동),2019-10-19,2019-10-20,"무대공연, 부대행사, 오륙도 평화가족가요제",-,-,부산광역시 남구,부산광역시 남구,부산광역시 남구 대연동 707번지,-,35.12625873,129.1003968
